Date,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,DOW,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WBA,WMT
2022-05-04,163.37278747558594,214.8217315673828,170.883056640625,156.97000122070312,209.9947509765625,184.16038513183594,46.958221435546875,149.13148498535156,114.77214813232422,60.037322998046875,299.11724853515625,292.0001525878906,193.22532653808594,121.0063247680664,43.49310302734375,164.92596435546875,117.0963134765625,59.43120574951172,237.43704223632812,113.27992248535156,81.23267364501953,282.66717529296875,120.71719360351562,145.9173126220703,165.11288452148438,485.51953125,209.6180419921875,39.67732620239258,37.01431655883789,49.44329833984375
2022-05-05,154.27027893066406,213.22946166992188,164.3386993408203,150.47000122070312,203.7115478515625,171.07418823242188,45.16473388671875,147.947998046875,111.23583984375,58.21775817871094,288.9285888671875,276.99774169921875,185.73471069335938,119.70289611816406,42.00957489013672,161.77757263183594,114.1666030883789,58.95597839355469,232.39549255371094,109.77642822265625,80.76466369628906,270.35565185546875,113.60209655761719,143.22821044921875,161.8756103515625,473.18115234375,200.55010986328125,39.24257278442383,36.44818878173828,49.01966857910156
2022-05-06,154.99954223632812,215.1856689453125,160.6292724609375,148.89999389648438,202.50401306152344,168.49267578125,44.90983200073242,151.89007568359375,108.94414520263672,57.75861358642578,288.8270263671875,272.5525817871094,183.44435119628906,121.2441177368164,41.72699737548828,161.42062377929688,113.98235321044922,59.166168212890625,234.1320343017578,109.82783508300781,81.11337280273438,267.80169677734375,109.63755798339844,144.6562042236328,161.52737426757812,477.8677978515625,198.18540954589844,39.59529495239258,36.623023986816406,47.99909210205078
2022-05-09,149.85523986816406,217.67872619628906,154.7384490966797,133.30999755859375,194.6170654296875,162.43606567382812,44.57298278808594,141.71006774902344,105.67453002929688,56.653263092041016,285.0709228515625,275.0716247558594,182.0645294189453,119.83575439453125,40.56843948364258,162.29925537109375,112.26873779296875,59.04736328125,231.06045532226562,111.9211196899414,80.42511749267578,257.90771484375,106.49657440185547,144.29458618164062,161.79087829589844,465.24249267578125,188.5897674560547,39.88239288330078,36.5064697265625,48.56072998046875
2022-05-10,152.26971435546875,219.0162811279297,155.516845703125,132.9499969482422,191.50381469726562,165.9608154296875,45.1101188659668,143.07156372070312,106.36599731445312,55.9560432434082,281.5362243652344,269.6354675292969,182.8248748779297,115.10255432128906,41.453834533691406,162.07958984375,109.53250885009766,58.4990234375,229.37060546875,109.52668762207031,80.58112335205078,262.70361328125,104.84947204589844,143.53419494628906,162.79786682128906,466.7633361816406,189.15655517578125,39.48044967651367,36.05690383911133,47.87712860107422
2022-05-11,144.37588500976562,218.95254516601562,153.17201232910156,129.38999938964844,193.59820556640625,160.12266540527344,44.290767669677734,145.18943786621094,103.92613220214844,56.789306640625,278.29693603515625,262.0417175292969,180.24349975585938,116.54657745361328,40.34238052368164,161.2009735107422,108.8415298461914,58.773193359375,228.20358276367188,107.5362319946289,81.84751892089844,253.9793243408203,103.34602355957031,141.51271057128906,162.22377014160156,464.9842834472656,192.2247772216797,39.275386810302734,36.09020233154297,47.3764762878418
2022-05-12,140.49298095703125,222.6648712158203,147.290771484375,123.13999938964844,191.54156494140625,159.2786865234375,43.9630126953125,146.56874084472656,103.03711700439453,57.00187301635742,276.3218994140625,268.274169921875,182.0172576904297,118.46302032470703,40.35179901123047,162.79347229003906,108.74940490722656,58.95597839355469,227.97952270507812,109.87191772460938,83.35250091552734,248.91049194335938,103.32686614990234,140.93783569335938,163.1554718017578,457.95428466796875,189.8996124267578,39.423038482666016,35.9320182800293,47.33154296875
2022-05-13,144.97702026367188,221.4638214111328,152.5569610595703,127.19999694824219,192.7679901123047,165.72251892089844,45.11922073364258,149.38067626953125,106.02027130126953,57.44400405883789,283.3174133300781,274.1454772949219,182.5927734375,119.08700561523438,41.067657470703125,161.8599395751953,109.71675872802734,60.061798095703125,228.77308654785156,109.6589126586914,82.96708679199219,254.53497314453125,108.22028350830078,142.44924926757812,162.6002197265625,464.26690673828125,195.04922485351562,39.5214729309082,36.256710052490234,47.514469146728516
2022-05-16,143.42974853515625,223.6742401123047,150.32748413085938,124.05000305175781,195.46615600585938,162.95236206054688,44.609397888183594,153.95452880859375,103.89649963378906,57.80112838745117,280.0411376953125,274.1083984375,182.9984893798828,120.36165618896484,40.577857971191406,162.9856719970703,108.95208740234375,60.281131744384766,227.83946228027344,110.54029083251953,84.71984100341797,254.90536499023438,107.8276596069336,143.84019470214844,164.2188720703125,467.92059326171875,193.65902709960938,40.22692108154297,36.7562255859375,47.56582260131836
2022-05-17,147.0761260986328,225.03167724609375,155.5360565185547,132.0500030517578,201.03225708007812,162.56515502929688,46.0660285949707,154.86219787597656,107.31427764892578,59.49315643310547,288.8363037109375,278.70172119140625,187.8102569580078,123.33882141113281,41.821197509765625,163.66294860839844,112.56355285644531,60.116634368896484,225.5894775390625,111.8917465209961,85.34385681152344,260.0911865234375,110.98779296875,143.43218994140625,166.93858337402344,471.0865173339844,199.7191619873047,40.1448860168457,37.41392517089844,42.15485763549805
